ID,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
1789,6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.53333333,5,white
1790,6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.533333333,5,white
1791,7.2,0.34,0.2,5.8,0.062,52,203,0.99461,3.17,0.44,9.8,6,white
1792,6.5,0.2,0.33,1.5,0.039,36,110,0.99008,3.22,0.65,12,6,white
1793,6.3,0.19,0.33,10.1,0.063,63,133,0.99561,2.86,0.41,9.1,5,white
1794,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5,white
1795,6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,6,white
1796,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,6,white
1797,7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,6,white
1798,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5,white
1799,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5,white
1800,6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,6,white
1801,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5,white
1802,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,white
1803,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,white
1804,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,white
1805,5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.733333333,5,white
1806,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7,white
1807,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7,white
1808,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7,white
1809,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6,white
1810,6.2,0.21,0.52,6.5,0.047,28,123,0.99418,3.22,0.49,9.9,6,white
1811,6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,6,white
1812,6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,6,white
1813,8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,5,white
1814,6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,6,white
1815,6.7,0.24,0.26,5.4,0.03,15,94,0.99045,3.15,0.38,12.7,6,white
1816,6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,5,white
1817,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6,white
1818,4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,6,white
1819,6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,6,white
1820,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6,white
1821,6.7,0.32,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5,6,white
1822,6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,5,white
1823,7.1,0.36,0.2,1.6,0.271,24,140,0.99356,3.11,0.63,9.8,5,white
1824,5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,6,white
1825,5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,6,white
1826,5.9,0.22,0.45,22.6,0.12,55,122,0.99636,3.1,0.35,12.8,5,white
1827,6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,6,white
1828,6.8,0.23,0.39,16.1,0.053,71,194,0.9988,3.18,0.64,10.2,6,white
1829,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,white
1830,6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,5,white
1831,5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,6,white
1832,6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,5,white
1833,6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,5,white
1834,6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,5,white
1835,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6,white
1836,6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6,5,white
1837,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6,white
1838,6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,5,white
1839,6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10,6,white
1840,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6,white
1841,6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,6,white
1842,7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,6,white
1843,8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05,5,white
1844,5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,white
1845,6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6,white
1846,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5,white
1847,6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,5,white
1848,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5,white
1849,6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,6,white
1850,5.7,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,white
1851,6.8,0.45,0.3,11.8,0.094,23,97,0.997,3.09,0.44,9.6,5,white
1852,5.6,0.26,0.27,10.6,0.03,27,119,0.9947,3.4,0.34,10.7,7,white
1853,6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,6,white
1854,5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,7,white
1855,5.6,0.22,0.32,1.2,0.024,29,97,0.98823,3.2,0.46,13.05,7,white
1856,6.2,0.2,0.26,9.7,0.03,39,102,0.9908,3.08,0.56,12.9,7,white
1857,6.3,0.15,0.34,11.4,0.05,25,96,0.99754,3.21,0.49,10,6,white
1858,4.8,0.13,0.32,1.2,0.042,40,98,0.9898,3.42,0.64,11.8,7,white
1859,6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,6,white
1860,6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,6,white
1861,5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8,6,white
1862,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,white
1863,6.4,0.33,0.3,7.2,0.041,42,168,0.99331,3.22,0.49,11.1,6,white
1864,7,0.33,0.78,9.9,0.042,21,251,0.99435,3.01,0.55,11,6,white
1865,6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6,white
1866,7.1,0.39,0.3,9.9,0.037,29,124,0.99414,3.07,0.42,10.9,6,white
1867,6.9,0.23,0.35,6.9,0.03,45,116,0.99244,2.8,0.54,11,6,white
1868,5,0.33,0.18,4.6,0.032,40,124,0.99114,3.18,0.4,11,6,white
1869,6.5,0.29,0.32,3,0.036,38,93,0.9906,3.16,0.59,12,6,white
1870,6.2,0.36,0.27,3.2,0.032,13,73,0.98942,2.9,0.69,12.6,7,white
1871,5.9,0.44,0.36,2.5,0.03,12,73,0.99201,3.22,0.48,10.8,6,white
1872,5.9,0.42,0.36,2.4,0.034,19,77,0.99184,3.25,0.48,10.9,5,white
1873,5.8,0.34,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8,5,white
1874,7.1,0.33,0.18,6.3,0.094,27,166,0.99474,2.9,0.49,9.5,5,white
1875,5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4,7,white
1876,6.5,0.5,0.22,4.1,0.036,35,131,0.9902,3.26,0.55,13,7,white
1877,6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,6,white
1878,6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,6,white
1879,6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.6,5,white
1880,6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,5,white
1881,5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,7,white
1882,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.96666667,7,white
1883,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,11,7,white
1884,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6,white
1885,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6,white
1886,6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.15,7,white
1887,5.9,0.44,0.33,1.2,0.049,12,117,0.99134,3.46,0.44,11.5,5,white
1888,6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,6,white
1889,4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.46666667,5,white
1890,6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7,white
1891,4.7,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.5,5,white
1892,6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,4,white
1893,6.5,0.33,0.32,1,0.041,39,120,0.99004,3.06,0.37,12.2,6,white
1894,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,white
1895,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,white
1896,6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6,white
1897,5.9,0.12,0.28,1.4,0.037,36,83,0.99074,3.33,0.42,10.9,7,white
1898,5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6,white
1899,7.2,0.33,0.28,1.4,0.034,26,109,0.99246,3.28,0.57,10.6,6,white
1900,5.4,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,6,white
1901,6.4,0.28,0.28,3,0.04,19,98,0.99216,3.25,0.47,11.1,6,white
1902,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,7,white
1903,5.5,0.315,0.38,2.6,0.033,10,69,0.9909,3.12,0.59,10.8,6,white
1904,4.8,0.225,0.38,1.2,0.074,47,130,0.99132,3.31,0.4,10.3,6,white
1905,6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6,white
1906,6.4,0.42,0.46,8.4,0.05,58,180,0.99495,3.18,0.46,9.7,6,white
1907,7.9,0.3,0.6,1.85,0.048,13,106,0.99331,3.24,0.49,11.85,5,white
1908,5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15,6,white
1909,6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8,6,white
1910,5,0.24,0.19,5,0.043,17,101,0.99438,3.67,0.57,10,5,white
1911,6.1,0.34,0.24,18.35,0.05,33,184,0.99943,3.12,0.61,9.3,5,white
1912,7.3,0.36,0.62,7.1,0.033,48,185,0.99472,3.14,0.62,10.6,6,white
1913,5.1,0.25,0.36,1.3,0.035,40,78,0.9891,3.23,0.64,12.1,7,white
1914,6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7,white
1915,6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8,6,white
1916,6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,6,white
1917,6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,6,white
1918,6.4,0.32,0.25,5,0.055,28,138,0.99171,3.27,0.5,12.4,8,white
1919,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6,white
1920,5.8,0.27,0.4,1.2,0.076,47,130,0.99185,3.13,0.45,10.3,6,white
1921,5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,6,white
1922,5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,5,white
1923,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6,white
1924,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6,white
1925,6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,6,white
1926,4.7,0.785,0,3.4,0.036,23,134,0.98981,3.53,0.92,13.8,6,white
1927,5.7,0.33,0.32,1.4,0.043,28,93,0.9897,3.31,0.5,12.3,6,white
1928,6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7,white
1929,5.8,0.28,0.34,2.2,0.037,24,125,0.98986,3.36,0.33,12.8,8,white
1930,6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1,4,white
1931,6,0.17,0.3,7.3,0.039,39,104,0.99252,2.91,0.57,11,6,white
1932,5.1,0.26,0.33,1.1,0.027,46,113,0.98946,3.35,0.43,11.4,7,white
1933,6.1,0.41,0.2,12.6,0.032,54,136,0.99516,2.91,0.43,10.6,6,white
1934,6,0.27,0.4,1.7,0.021,18,82,0.9891,3.24,0.95,13.13333333,6,white
1935,5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,5,white
1936,6.5,0.28,0.34,4.6,0.054,22,130,0.99193,3.2,0.46,12,7,white
1937,5.8,0.38,0.26,1.1,0.058,20,140,0.99271,3.27,0.43,9.7,6,white
1938,5.9,0.32,0.26,1.5,0.057,17,141,0.9917,3.24,0.36,10.7,5,white
1939,6.5,0.28,0.38,7.8,0.031,54,216,0.99154,3.03,0.42,13.1,6,white
1940,5.3,0.275,0.24,7.4,0.038,28,114,0.99313,3.38,0.51,11,6,white
1941,6.2,0.28,0.57,1,0.043,50,92,0.99004,3.17,0.36,11.5,6,white
1942,6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6,5,white
1943,7.5,0.38,0.33,9.2,0.043,19,116,0.99444,3.08,0.42,11.4,6,white
1944,5.5,0.31,0.29,3,0.027,16,102,0.99067,3.23,0.56,11.2,6,white
1945,5.6,0.2,0.36,2.5,0.048,16,125,0.99282,3.49,0.49,10,6,white
1946,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.533333333,6,white
1947,5,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6,white
1948,6.2,0.21,0.28,5.7,0.028,45,121,0.99168,3.21,1.08,12.15,7,white
1949,6.1,0.34,0.29,2.2,0.036,25,100,0.98938,3.06,0.44,11.8,6,white
1950,6.5,0.23,0.38,1.3,0.032,29,112,0.99298,3.29,0.54,9.7,5,white
